X,Y,Fold,SOC,Precipitation,Temperature,Elevation,Soiltype,Blue,Green,BSI,GNDVI,GSAVI,NBR,NDVI,NMDI,OSAVI,SAVI,NIR
233431,2450810,10,4.08,0.236718457,0.236750351,0.17099619,3,0.964752303,0.010283903,0.898806345,0.861627982,0.249708573,0.787541525,0.638703205,0.258950594,0.128791069,0.520720603,0.315404453
269435,2710311,4,7.54,0.55736252,0.613050539,0.336775611,1,0.679335731,0.509445517,0.617136253,0.869539865,0.782116469,0.40600211,0.797857991,0.908584517,0.677594446,0.714495584,0.778256809
337549,2776338,1,10.84,0.526543829,0.466781746,0.547558184,2,0.46578103,0.714301351,0.433463363,0.672810573,0.027460279,0.668000156,0.344129639,0.366302077,0.689460256,0.660581816,0.524741946
228873,2621531,6,3.01,0.319390854,0.29465255,0.405077189,1,0.614985729,0.763798886,0.493786741,0.412473195,0.119339383,0.79325519,0.24060762,0.493572415,0.167033744,0.192575271,0.348916713
239897,2711546,4,3.9,0.242154472,0.991324276,0.088673176,4,0.133527627,0.556259489,0.268533854,0.943919808,0.390719154,0.053457443,0.423571491,0.503776016,0.910855656,0.679981522,0.557303561
283095,2720889,3,3.49,0.547493207,0.395972813,0.117100373,5,0.793617907,0.759713966,0.577116948,0.714670735,0.671440889,0.19613261,0.408855978,0.357836242,0.368428706,0.59861329,0.485866333
279762,2716688,4,3.47,0.338291276,0.955328144,0.344317079,1,0.840996147,0.141478705,0.097959509,0.209535293,0.556378184,0.454661392,0.401441344,0.072968393,0.225981387,0.542271518,0.152471451
235718,2680396,5,1.88,0.807397875,0.611994121,0.499000994,5,0.335758772,0.5861887,0.192466255,0.880088438,0.527080616,0.496183552,0.317625883,0.551946781,0.513184735,0.422210865,0.447482541
202949,2538216,8,3.5,0.364373308,0.416708572,0.548146142,4,0.837410344,0.873104169,0.051642641,0.605824862,0.90584113,0.13161907,0.523898531,0.061452802,0.015276409,0.49972217,0.927843013
241075,2683307,5,5.86,0.176350663,0.041347901,0.385897094,3,0.819994804,0.016078284,0.501763393,0.997345198,0.711726922,0.40422551,0.717401738,0.016114261,0.282949102,0.172919299,0.658179079
188999,2572742,7,4.71,0.777700551,0.949141105,0.121727651,4,0.60125097,0.738817745,0.766826171,0.129542588,0.339425485,0.22590048,0.321187539,0.371486772,0.012076842,0.815503145,0.119952378
269682,2742315,2,5.63,0.682011184,0.377707271,0.730319232,2,0.38029065,0.2574737,0.502222684,0.281776954,0.257471721,0.381079335,0.162322864,0.255013983,0.936707971,0.844979498,0.701460767
187350,2533490,8,3.8,0.289828463,0.465639911,0.291385775,2,0.452976284,0.551963306,0.979954222,0.976245135,0.239244716,0.530915281,0.22028248,0.122917507,0.168925719,0.934422981,0.699387712
206088,2565261,7,5.13,0.009135953,0.93357352,0.228030639,4,0.190602079,0.879898041,0.489347035,0.39268941,0.238681304,0.967202849,0.148881697,0.555588728,0.229462605,0.688196759,0.494939832
256078,2528433,9,4.13,0.929150758,0.313326599,0.496497843,3,0.610867681,0.361683391,0.482924036,0.848882091,0.798552408,0.088004908,0.536700666,0.604793168,0.088089009,0.877991251,0.02940082
319695,2745548,2,2.84,0.633386934,0.824946323,0.137918448,2,0.254051615,0.315281948,0.554647197,0.352658018,0.637891278,0.43201079,0.446964991,0.685812438,0.369176714,0.801918019,0.554319193
213788,2603560,6,4.58,0.506830659,0.538253682,0.574611592,4,0.869917457,0.526428006,0.416974317,0.499336606,0.883800779,0.596452157,0.093877162,0.02023893,0.218990261,0.470814331,0.282343496
227371,2595918,7,0.95,0.509206626,0.895054431,0.0014537,2,0.780959341,0.027305485,0.892361398,0.370507965,0.623771935,0.407561172,0.096258921,0.183129194,0.400026031,0.126818226,0.542708665
332250,2767910,1,4.3,0.375930776,0.314819,0.121545873,5,0.999638286,0.835615874,0.584469833,0.029464169,0.978510995,0.736581364,0.137771577,0.946431601,0.180769902,0.94949204,0.380296758
236933,2704901,4,5.74,0.49323105,0.230228465,0.609991193,2,0.215393722,0.346543854,0.294567351,0.331403762,0.523353358,0.491957067,0.598259078,0.69098444,0.826726489,0.341616077,0.402573396
236798,2695027,4,6.82,0.646308428,0.718245892,0.259800065,1,0.713454956,0.751264925,0.052935382,0.907233128,0.317292843,0.28361961,0.722582157,0.252601395,0.611166662,0.967659518,0.937512383
233113,2441836,10,2.26,0.969051653,0.351865639,0.282892201,4,0.346998714,0.021932633,0.55717705,0.837891951,0.75392419,0.50001527,0.754474363,0.254195716,0.175571101,0.017722924,0.94406451
217919,2479599,9,4.4,0.354594707,0.604739431,0.094340321,4,0.643319684,0.846342231,0.656039883,0.097445501,0.233479553,0.540363527,0.509782972,0.417575418,0.61805112,0.980900731,0.172465663
214555,2516553,9,2.53,0.767612466,0.503471639,0.141884791,2,0.264604735,0.777847414,0.237993114,0.70303983,0.068693191,0.896165912,0.725448256,0.452233041,0.229146634,0.439351824,0.246872425
282585,2726799,3,1.4,0.738051967,0.500165227,0.653826627,1,0.880688139,0.909440918,0.154681166,0.009027786,0.22656079,0.585224196,0.152005218,0.99870301,0.589905774,0.357387864,0.984480393
265133,2557316,8,4.06,0.383203232,0.764154124,0.073338739,4,0.733179769,0.027733097,0.537406447,0.680070792,0.068323866,0.599158287,0.010019349,0.026234127,0.365682294,0.871687361,0.555987244
253871,2515969,9,1.51,0.711063063,0.866498238,0.824172583,2,0.030984812,0.888306062,0.867591244,0.903959019,0.424969644,0.217827048,0.273786412,0.503869497,0.159736501,0.427614999,0.687877158
331986,2722278,3,4.84,0.023169887,0.709551524,0.61544683,3,0.382306543,0.534416746,0.447708876,0.085283396,0.619014462,0.028354025,0.253006269,0.856552746,0.375275882,0.628116874,0.588208742
220109,2547719,8,1.53,0.958308917,0.658511175,0.466198319,4,0.598871226,0.444764412,0.4680232,0.703237714,0.652981592,0.979526024,0.350057284,0.61579017,0.701758618,0.628843652,0.122233336
245663,2688912,5,1.2,0.758367103,0.756724386,0.776472708,2,0.508805693,0.244774149,0.774476969,0.554878249,0.187868497,0.834855369,0.387111916,0.292299259,0.095416345,0.135375815,0.552777708
312762,2749399,2,1.96,0.261473641,0.329805621,0.06617244,5,0.561192306,0.626715711,0.939127529,0.930394386,0.779993096,0.469959395,0.451865145,0.001287628,0.841351909,0.31449645,0.043162567
334832,2769408,1,2.02,0.451711289,0.09369221,0.841127041,1,0.598395277,0.584492061,0.954764713,0.462547488,0.365415735,0.270107017,0.08199833,0.874572621,0.932282576,0.539980726,0.001029622
202262,2574492,7,5.5,0.654175599,0.739047389,0.581020047,5,0.027754764,0.562081612,0.202300864,0.468068205,0.824548157,0.682705737,0.003383336,0.350993437,0.601615659,0.591535717,0.019728002
285406,2580431,7,3.71,0.274900448,0.923502418,0.217441648,3,0.819644684,0.783037201,0.472431831,0.096627282,0.848931313,0.764614383,0.397164397,0.528374729,0.351317252,0.584367565,0.503359848
250506,2567313,7,1.19,0.397259237,0.590656956,0.444906047,4,0.30828531,0.631681067,0.603844754,0.832529029,0.242518473,0.049333443,0.917332953,0.549101482,0.738971553,0.439715718,0.089211896
298618,2725730,3,5.31,0.738403948,0.458085456,0.051615968,4,0.604220505,0.787422809,0.339989113,0.341321267,0.964409299,0.089643996,0.384614716,0.250866266,0.574848035,0.664149118,0.03511513
275859,2724360,3,7.33,0.66404076,0.826891615,0.930205497,3,0.873241212,0.726231195,0.177828043,0.05924936,0.352624599,0.354891644,0.635492401,0.122711374,0.07753339,0.966443014,0.096667625
282793,2741214,2,2.79,0.518938563,0.681094118,0.196377774,2,0.501791812,0.01380639,0.429783077,0.191325657,0.051187343,0.944411764,0.245677359,0.03610995,0.683266219,0.900187675,0.524159887
220775,2543315,8,5.58,0.269550677,0.696368607,0.942001557,3,0.997544708,0.673905565,0.269820036,0.039643694,0.571319365,0.175260123,0.513887234,0.736709444,0.161028964,0.741666866,0.632504193
215957,2484251,9,3.76,0.148707274,0.461841892,0.427795191,3,0.894535376,0.204189295,0.011981335,0.708367376,0.460515717,0.850109857,0.450821167,0.180621288,0.853540086,0.72091786,0.215499439
212120,2579644,7,9.79,0.636294691,0.147176579,0.229158995,4,0.064752698,0.532963523,0.088115642,0.92815378,0.14729553,0.129390417,0.522447616,0.798495231,0.150066146,0.57771532,0.915081964
230458,2440183,10,2.97,0.882479228,0.703374846,0.565477929,2,0.314955202,0.595487183,0.042380414,0.301888877,0.773416663,0.959454582,0.816613244,0.337149216,0.554078705,0.588996317,0.181917163
224381,2686862,5,2.98,0.276506558,0.997846684,0.591212,5,0.39796032,0.952653421,0.627286893,0.012565847,0.124152412,0.242855797,0.212052895,0.121902537,0.921680979,0.396690543,0.433127136
226478,2697387,4,5.28,0.126171498,0.843071717,0.440422634,2,0.728973917,0.466908891,0.494521535,0.744060655,0.208671836,0.831277447,0.36722188,0.066325753,0.27139954,0.043971585,0.639924995
234734,2573524,7,7.41,0.216493644,0.002035378,0.72221955,4,0.823044141,0.566071669,0.260802623,0.882969567,0.878716614,0.69996707,0.812417274,0.566791916,0.665986016,0.868328158,0.624102049
214997,2547561,8,2.09,0.703210626,0.134873055,0.043721274,2,0.979864395,0.279538744,0.89777395,0.52169409,0.06101365,0.115966871,0.802293516,0.557538574,0.705567052,0.553589984,0.205001862
216912,2616223,6,3.35,0.691192082,0.201822271,0.375383638,2,0.277169981,0.430049995,0.991959292,0.395756701,0.867862556,0.730470068,0.277575914,0.344576187,0.546734127,0.882216884,0.196843489
220735,2627294,6,1.52,0.25284094,0.617378085,0.903715282,4,0.369216208,0.338258538,0.617403223,0.292640139,0.57544876,0.595590466,0.651138601,0.088364933,0.234630167,0.700671407,0.256531402
225353,2457070,10,3.45,0.123941812,0.452422073,0.332438496,3,0.705982375,0.116797113,0.934530132,0.51416606,0.440270797,0.100846754,0.310486955,0.736351788,0.42138338,0.318590932,0.566532623
341867,2769387,1,1.75,0.943415814,0.495490512,0.048206381,1,0.310117811,0.655694702,0.544407007,0.685035567,0.325958237,0.772508676,0.015590152,0.629988547,0.575547422,0.328818282,0.838610018
203170,2535836,8,3.27,0.120299928,0.879632349,0.731690043,3,0.281913041,0.692630865,0.195942819,0.743098698,0.443236425,0.844601106,0.428360477,0.737823178,0.77021846,0.448839058,0.173276598
213493,2599531,6,5.66,0.959099804,0.921636851,0.07998136,2,0.702443952,0.501797897,0.667075795,0.634360151,0.025277283,0.807162779,0.156162087,0.925323729,0.914717101,0.537344903,0.487878321
239942,2720899,3,6.73,0.898147191,0.629485259,0.34648678,2,0.152504912,0.086423082,0.42690072,0.776754646,0.154049294,0.629041648,0.607056743,0.175181777,0.266101433,0.97208899,0.220638792
222446,2519622,9,1.07,0.930322965,0.255430343,0.666225616,4,0.878537323,0.524544997,0.550763224,0.96515806,0.495051235,0.801166587,0.177399441,0.504822113,0.544120657,0.700399537,0.779853744
246667,2722599,3,2.78,0.492345319,0.305246049,0.631156924,5,0.415399356,0.748643281,0.987647167,0.634642352,0.466872685,0.546319754,0.729661893,0.206922411,0.661364451,0.734670354,0.395347356
289234,2567105,7,4.25,0.05886932,0.269704056,0.331623621,5,0.89667448,0.13729638,0.01815018,0.345980494,0.874715262,0.797823914,0.418285284,0.97759771,0.670599443,0.428458315,0.154450338
230698,2704138,4,2.59,0.150316832,0.984575432,0.689704845,2,0.314165512,0.158821322,0.1473574,0.300709398,0.197274948,0.485575336,0.603959685,0.842389292,0.804216225,0.487003171,0.672583892
228713,2446861,10,2.64,0.804868377,0.748620614,0.554010077,4,0.352379033,0.196464553,0.027746243,0.034020505,0.217294104,0.343055266,0.319207234,0.338370503,0.302860224,0.642757303,0.539691982
229851,2675457,5,2.31,0.325530461,0.263897001,0.291907106,1,0.443681914,0.775235173,0.289393445,0.748693114,0.738646511,0.738210447,0.155656776,0.717917161,0.91186961,0.888553276,0.664147845
215557,2471268,10,5.07,0.78170896,0.334069341,0.934088914,4,0.01971849,0.169509199,0.757488033,0.582941365,0.038147758,0.796529982,0.244522469,0.686244236,0.090180098,0.648363992,0.218072089
287206,2746881,2,3.09,0.4014742,0.626623019,0.687221564,4,0.099423309,0.574959842,0.582899186,0.268045284,0.398103336,0.020684211,0.012986972,0.061070623,0.808188778,0.052367912,0.264858102
186741,2520524,9,2.07,0.260949669,0.747786912,0.912922452,4,0.009823226,0.470409121,0.381866792,0.60420956,0.868300638,0.250619442,0.285605154,0.468110859,0.569084419,0.881769359,0.321634817
221570,2554898,8,3.1,0.739036796,0.835329323,0.075799801,1,0.062253783,0.136381483,0.81359381,0.117791724,0.024869729,0.096928698,0.866101907,0.971349953,0.28140218,0.976772347,0.843879487
242881,2719488,3,4.13,0.708998275,0.654503513,0.139563022,2,0.826845892,0.69844832,0.425475564,0.073913449,0.577188195,0.099883115,0.006517138,0.052051715,0.711311973,0.547889153,0.290197943
282461,2753684,2,1.02,0.883991759,0.954314294,0.572414985,1,0.181296849,0.825251824,0.325038121,0.824214022,0.959248392,0.001656923,0.277440424,0.999314178,0.792547665,0.011613127,0.688881229
263956,2719043,3,3.14,0.675331124,0.081922769,0.159686963,4,0.854057939,0.525897415,0.947880943,0.414295442,0.849721336,0.373800484,0.395549498,0.640500488,0.66169001,0.328894474,0.628588379
220850,2617200,6,1.62,0.397581776,0.913262683,0.773539239,1,0.626061139,0.37985245,0.727050204,0.164066484,0.019138244,0.141710033,0.072727324,0.438939044,0.25490638,0.835899228,0.670998497
237376,2700071,4,2.35,0.110871655,0.804523447,0.125965489,2,0.868599934,0.624066877,0.76503993,0.831589798,0.007177079,0.494293995,0.787763721,0.08840838,0.733795057,0.512372228,0.442646901
254493,2730438,3,8.6,0.057156043,0.156838677,0.057761239,4,0.157768938,0.852910228,0.65712437,0.072399659,0.413284022,0.729812257,0.034012172,0.058437133,0.176446927,0.767503269,0.755205113
263686,2558288,8,1.86,0.232500737,0.3360645,0.765477489,5,0.014775574,0.048390352,0.750874644,0.664420608,0.04883118,0.224794372,0.67469293,0.97783791,0.972479033,0.416142977,0.481464734
303288,2792936,1,5.28,0.582654698,0.122106246,0.441174639,3,0.509696002,0.407406396,0.715702397,0.407548182,0.172264429,0.085705203,0.9391293,0.104821325,0.645794854,0.958897011,0.259260861
281417,2745580,2,3.16,0.88602885,0.56593982,0.285830798,5,0.369943907,0.410976694,0.217072203,0.920338568,0.307906441,0.997061715,0.843907669,0.130814693,0.258573917,0.73204285,0.499032117
233138,2452363,10,2.22,0.655979817,0.826635652,0.336083637,4,0.573894379,0.065582768,0.647588564,0.58976395,0.100914409,0.478655384,0.976000646,0.700084412,0.227547756,0.644986799,0.686428514
220298,2613992,6,4.99,0.537353942,0.511114479,0.961296267,1,0.741423777,0.200319094,0.422020925,0.280130368,0.650045642,0.419316724,0.294827907,0.933156124,0.853283976,0.206894619,0.119186477
255679,2651719,5,3.8,0.20173154,0.364901267,0.506587655,5,0.917386759,0.835561377,0.349451075,0.574970419,0.786611039,0.594016107,0.646695523,0.072066853,0.912676781,0.903741642,0.73023105
234159,2475143,10,1.91,0.982813857,0.474498968,0.575819316,2,0.4026728,0.071829058,0.73843072,0.759838319,0.720219297,0.653844014,0.145332368,0.771989751,0.22245204,0.314551585,0.50949832
243505,2699185,4,5.02,0.443835844,0.850329204,0.259687351,3,0.462841302,0.951375921,0.200227993,0.490412927,0.40637373,0.911513805,0.07007493,0.495485051,0.441793045,0.616154962,0.90408513
337000,2767918,1,4.38,0.411865199,0.872123093,0.083956622,2,0.160543684,0.907411227,0.676707629,0.940778992,0.022909809,0.347786156,0.856169502,0.483789708,0.241127584,0.935721181,0.524063673
283989,2737409,2,1.79,0.190890748,0.528459741,0.830781195,3,0.860669863,0.501976125,0.993533361,0.002091669,0.949016054,0.47615569,0.801748049,0.956804179,0.823638856,0.990789756,0.881786926
235966,2458051,10,2.22,0.896294495,0.300835387,0.498727041,4,0.077754373,0.416111673,0.496637529,0.014210079,0.891927329,0.460977624,0.329037308,0.93210773,0.781338787,0.356329332,0.178280519
289158,2658338,5,4.99,0.659162464,0.015315261,0.263951259,2,0.278178073,0.643873259,0.320050295,0.467798897,0.308856417,0.104645805,0.340686254,0.149902552,0.076275584,0.209734146,0.134040018
307753,2753141,2,0.92,0.112601102,0.064495391,0.342208873,1,0.386928858,0.824786283,0.658576768,0.403764542,0.136366479,0.4208671,0.395901626,0.221710053,0.073059219,0.461767661,0.493286317
227367,2461736,10,2.19,0.232574702,0.301992385,0.871515003,1,0.309140292,0.413548608,0.628835983,0.832007824,0.833325276,0.596368911,0.806012338,0.676975752,0.191734345,0.361346731,0.003618547
264273,2731961,3,2.17,0.120173014,0.631461124,0.36679887,1,0.798873814,0.84082486,0.792532223,0.184302762,0.877269672,0.111465748,0.883793235,0.608346856,0.437004708,0.261800546,0.495701053
253888,2664490,5,3.91,0.156353171,0.410291894,0.928299213,2,0.460755557,0.034925099,0.365021202,0.679636754,0.467478544,0.623112417,0.378197486,0.725812436,0.81086461,0.801944173,0.105445601
259411,2719093,3,3.87,0.201434037,0.282016566,0.471298283,4,0.69633294,0.60992559,0.58064918,0.809429546,0.934439744,0.851756515,0.508151489,0.709065789,0.426351425,0.426133843,0.832700205
237785,2462491,10,0.45,0.383750656,0.768355432,0.924937455,2,0.381706946,0.822599757,0.252273075,0.232111428,0.124265809,0.318666171,0.760444805,0.160006125,0.816951132,0.231095534,0.761602951
229267,2559961,7,4.59,0.214244789,0.300825762,0.086999381,5,0.408254009,0.506611732,0.408979192,0.922287757,0.960467899,0.258756053,0.461804802,0.305051864,0.615115489,0.585440035,0.452510268
211362,2542964,8,8.36,0.917194297,0.802623693,0.81209474,4,0.945002042,0.282539779,0.709667617,0.598706486,0.99036042,0.847555771,0.093665833,0.865246616,0.413705165,0.654688217,0.128434462
190153,2527655,9,1.56,0.758998559,0.40762428,0.947836635,4,0.687218516,0.092330902,0.114832925,0.270279313,0.921179135,0.924612995,0.07622299,0.058683635,0.20406698,0.057783699,0.812114555
325364,2699264,4,2.77,0.930598204,0.13210841,0.342880628,4,0.775852284,0.881428627,0.391335312,0.040986474,0.349793226,0.898780347,0.403549565,0.77596264,0.808193249,0.033552384,0.99726763
339060,2759925,1,3.35,0.199863095,0.959892501,0.877612018,1,0.018423362,0.159017871,0.320159235,0.150047293,0.858785449,0.026688702,0.595548329,0.932145778,0.500804987,0.449763335,0.513812554
279373,2729487,3,2.5,0.811942003,0.3547834,0.179817119,5,0.52652708,0.826623748,0.522048296,0.185912933,0.071010737,0.528213965,0.607704816,0.395215151,0.544947853,0.076464589,0.336099307
239949,2647616,5,2.55,0.421295034,0.783879074,0.105514968,5,0.707787363,0.541261999,0.811256725,0.51720671,0.506330332,0.39103644,0.60097579,0.980370489,0.421495842,0.956821713,0.410636229
277510,2737493,2,0.6,0.931249963,0.364519166,0.547306527,5,0.241789375,0.968630104,0.493092983,0.446899216,0.483948083,0.702316438,0.196757592,0.062018727,0.021194185,0.654316785,0.791056385
242381,2503068,9,2.82,0.270180737,0.942145439,0.61631807,5,0.208517662,0.370590114,0.020420363,0.826268481,0.192851976,0.49866851,0.202532943,0.5489462,0.234166887,0.930872496,0.199958751
236086,2483461,9,5.67,0.614757261,0.847827804,0.181235881,2,0.032542561,0.935002834,0.238012389,0.779665712,0.449993886,0.872035556,0.997861147,0.1924316,0.225644048,0.089086509,0.170948906
213801,2478002,10,5.13,0.181150946,0.586289959,0.798946381,4,0.520971743,0.457556565,0.165275434,0.040117613,0.505279214,0.094636861,0.485765181,0.189110393,0.333566246,0.014627957,0.207125417
286129,2618724,6,1.88,0.020376109,0.218920003,0.807686741,1,0.173467324,0.432418677,0.323723628,0.531340219,0.903490431,0.74070074,0.615915835,0.208317347,0.6095472,0.962798519,0.852636584
287090,2761965,1,3.93,0.517348109,0.214437587,0.263701747,5,0.230298488,0.692738318,0.168715594,0.993354475,0.885983832,0.505816438,0.458054225,0.267188327,0.65704624,0.371787817,0.735234694
234192,2438884,10,6.05,0.101735837,0.310677089,0.243760768,5,0.124194915,0.236318203,0.305963391,0.48733362,0.994607398,0.733854872,0.54962564,0.633830708,0.1858497,0.90900768,0.949965319
222217,2722194,3,1.02,0.385481817,0.524728579,0.682534148,2,0.79950896,0.077442571,0.622986147,0.364497764,0.132002584,0.980593338,0.240957961,0.556277657,0.483133236,0.585090033,0.925964856
268563,2711220,4,1.23,0.512935263,0.159286897,0.35077193,1,0.726151218,0.765272734,0.882539546,0.338277581,0.232005367,0.740721662,0.25973376,0.846868436,0.418349989,0.114333856,0.555957166
234679,2436483,10,3.73,0.695218156,0.898486851,0.56571079,4,0.945611365,0.61243031,0.390767017,0.812976611,0.21583988,0.370506331,0.809258695,0.73272376,0.057901849,0.61109832,0.2535611
232774,2479651,9,5.08,0.595049381,0.945681982,0.630524117,4,0.000794291,0.883888182,0.119779583,0.336839294,0.714885079,0.137526129,0.377400154,0.598676018,0.692164078,0.277545157,0.639445862
342575,2768175,1,3.83,0.957108497,0.081948891,0.482943785,4,0.889681106,0.986682563,0.790009444,0.652904727,0.51385551,0.855356532,0.44380394,0.00613189,0.765002781,0.72196667,0.854073935
279334,2561451,7,3.37,0.712569499,0.576840912,0.603134518,1,0.101754577,0.041872383,0.877703487,0.266806659,0.734919094,0.394168533,0.621967575,0.316411708,0.109503554,0.770840117,0.836244705
225450,2591282,7,2.32,0.453002948,0.083009663,0.344797746,3,0.299084292,0.29736691,0.548541523,0.385850067,0.574548229,0.307272155,0.511835738,0.179647607,0.672234193,0.234167376,0.027208378
210427,2596028,7,3.67,0.179445825,0.545540463,0.697878295,5,0.496310214,0.802264942,0.876831805,0.129854711,0.724683356,0.242648812,0.22146128,0.349960031,0.204055571,0.256629578,0.986657044
276117,2734649,2,4.62,0.289500611,0.664825848,0.233523995,5,0.244227094,0.778597951,0.112868234,0.940316519,0.274537052,0.624374544,0.932088835,0.465375241,0.082770353,0.685484316,0.446777871
260013,2525674,9,3.47,0.225201008,0.232019878,0.038696499,3,0.18464483,0.178160737,0.441881498,0.237169422,0.97826632,0.010361434,0.801092611,0.196626885,0.475590972,0.27675733,0.233893175
302525,2619723,6,1.07,0.509381953,0.870633213,0.825032274,4,0.605066369,0.063975838,0.421474062,0.094097303,0.108621255,0.230706503,0.387330732,0.139727913,0.344938071,0.181560077,0.28166776
241039,2700460,4,0.77,0.954044602,0.981295355,0.793140862,1,0.963285997,0.192102137,0.910519924,0.050297889,0.621154521,0.284499988,0.868540401,0.694310754,0.006047479,0.282750355,0.937657974
254073,2647083,5,3.83,0.442436945,0.400779965,0.454974348,4,0.940076229,0.029314795,0.688297579,0.523560111,0.486973187,0.351216247,0.152550194,0.681872719,0.461854281,0.918378526,0.30313556
340886,2769312,1,1.96,0.216206817,0.431204806,0.298558228,2,0.40916379,0.92975623,0.895894857,0.686468969,0.047379203,0.0497363,0.780109761,0.197615305,0.727021627,0.720570898,0.406431506
230148,2700561,4,3.45,0.39014962,0.02938224,0.759375555,4,0.632492021,0.215404789,0.740577171,0.850417205,0.259972003,0.219848522,0.755675013,0.698302005,0.934739937,0.652486517,0.13092661
324480,2765469,1,2,0.47421901,0.184449493,0.697016682,2,0.351729686,0.291817103,0.398181305,0.501804646,0.117269655,0.106144539,0.405610362,0.926547924,0.663366736,0.59644518,0.466578564
274219,2574644,7,1.6,0.22826207,0.40904456,0.475692729,5,0.944997728,0.330869994,0.148345642,0.261597891,0.642997839,0.81913982,0.717462379,0.443156504,0.428916519,0.388884437,0.645629488
240049,2624258,6,8.05,0.220644905,0.511973855,0.950336694,4,0.516132121,0.952778263,0.707425043,0.815964521,0.820535718,0.293565756,0.82607731,0.394346332,0.114303227,0.357167359,0.469560993
307582,2710276,4,9.44,0.078659656,0.424697577,0.98752508,5,0.237010461,0.76737673,0.23487186,0.345278388,0.677736692,0.757698267,0.934785696,0.196842047,0.663982126,0.892955445,0.323059566
248368,2511754,9,5.25,0.257053398,0.124072035,0.650214,5,0.459813348,0.209065314,0.374316706,0.64537018,0.176671486,0.35572607,0.183593712,0.573236142,0.538649234,0.506825938,0.596082162
287389,2753074,2,5.75,0.536941851,0.152147453,0.553484535,2,0.566858197,0.047927667,0.315903929,0.161684498,0.009726063,0.186457275,0.686191597,0.005301713,0.507494244,0.425644796,0.385750808
275715,2660009,5,6.72,0.102335374,0.937191016,0.11933855,4,0.060225906,0.374961953,0.709961517,0.803986222,0.387579712,0.376021236,0.387645686,0.056700867,0.775822698,0.382921629,0.35701938
247789,2666453,5,1.84,0.683562939,0.996775434,0.097674032,1,0.663410878,0.290288288,0.986632312,0.728648475,0.590449841,0.331441174,0.1068675,0.996228213,0.23900436,0.262708854,0.326083427
272931,2744199,2,2.65,0.665307499,0.195040258,0.573738144,5,0.305322728,0.681758905,0.805736524,0.369382843,0.602298442,0.211462812,0.398494711,0.933161729,0.477431131,0.348825376,0.453573348
222940,2708300,4,6.23,0.16096404,0.782316415,0.58723502,4,0.769707924,0.30110983,0.554935933,0.880289424,0.320906871,0.082666174,0.15651409,0.57947911,0.011789499,0.114564667,0.454505043
220360,2451120,10,11.1,0.532743537,0.707521294,0.530927546,4,0.051431195,0.759873581,0.947931199,0.884580275,0.619297776,0.55123712,0.734702638,0.347684962,0.726559522,0.18234759,0.966073353
260095,2717439,4,3.93,0.016177255,0.597858572,0.46629061,4,0.515965465,0.773223363,0.557676268,0.538154362,0.845821485,0.388649288,0.917776951,0.679811475,0.944950852,0.10838042,0.191067146
286278,2558196,8,1.61,0.278381022,0.627943429,0.280797376,3,0.389306609,0.569480061,0.792394478,0.909446755,0.078713414,0.145276529,0.49310674,0.316088204,0.946216498,0.028355712,0.848793359
